"count","genus","species","subspecies"
"4","Nocardia","seriolae",""
"2","Paenibacillus","popilliae",""
"1","Erwinia","psidii",""
"5","Weeksella","virosa",""
"1","Micrococcus","flavus",""
"1","Agromyces","mediolanus",""
"2","Halomonas","aquamarina",""
"1","Pseudohaliea","rubra",""
"1","Providencia","vermicola",""
"10","Lactobacillus","casei",""
"2","Streptococcus","hyovaginalis",""
"2","Mycolicibacterium","fortuitum",""
"1","Paenibacillus","mucilaginosus",""
"1","Corynebacterium","auriscanis",""
"1","Kocuria","aegyptia",""
"1","Nocardia","abscessus",""
"3","Staphylococcus","vitulinus",""
"1","Alishewanella","fetalis",""
"1","Sagittula","stellata",""
"1","Natronococcus","occultus",""
"9","Bacillus","circulans",""
"1","Thiomonas","intermedia",""
"1","Oxalobacter","formigenes",""
"1","Enterococcus","caccae",""
"1","Williamsia","muralis",""
"1","Bifidobacterium","longum",""
"1","Micromonospora","sagamiensis",""
"15","Achromobacter","xylosoxidans","denitrificans"
"1","Schaalia","georgiae",""
"1","Bizionia","gelidisalsuginis",""
"24","Elizabethkingia","meningoseptica",""
"1","Anaerococcus","hydrogenalis",""
"1","Actinomadura","rubrobrunea",""
"1","Facklamia","tabacinasalis",""
"1","Bacillus","thuringiensis","israelensis"
"2","Avibacterium","volantium",""
"1","Nonomuraea","spiralis",""
"1","Amycolatopsis","pretoriensis",""
"1","Bacillus","vietnamensis",""
"1","Lactiplantibacillus","plantarum","plantarum"
"6","Moraxella","bovis",""
"7","Geobacillus","stearothermophilus",""
"1","Agrococcus","lahaulensis",""
"1","Chryseobacterium","lathyri",""
"1","Rhizobium","favelukesii",""
"1","Pseudomonas","balearica",""
"1","Pseudonocardia","asaccharolytica",""
"1","Aestuariibacter","salexigens",""
"2","Bacillus","lentus",""
"1","Corynebacterium","propinquum",""
"1","Streptomyces","atroolivaceus",""
"1","Ralstonia","mannitolilytica",""
"1","Virgibacillus","soli",""
"1","Aquirufa","ecclesiirivi",""
"1","Lacinutrix","himadriensis",""
"1","Mycobacterium","pseudoshottsii",""
"1","Polynucleobacter","yangtzensis",""
"1","Pyxidicoccus","fallax",""
"1","Blastomonas","ursincola",""
"1","Aromatoleum","toluvorans",""
"7","Corynebacterium","kutscheri",""
"1","Paenibacillus","typhae",""
"1","Lacticaseibacillus","paracasei","tolerans"
"5","Brevibacterium","casei",""
"1","Dyadobacter","crusticola",""
"1","Paenochrobactrum","pullorum",""
"1","Ornithinibacillus","californiensis",""
"1","Paenibacillus","koreensis",""
"4","Pseudomonas","alcaligenes",""
"4","Acinetobacter","guillouiae",""
"1","Actinomadura","luteofluorescens",""
"1","Ruegeria","mobilis",""
"1","Myroides","marinus",""
"1","Paenibacillus","stellifer",""
"1","Lentibacillus","juripiscarius",""
"1","Mycolicibacterium","pulveris",""
"1","Massilia","plicata",""
"1","Bifidobacterium","pseudocatenulatum",""
"1","Paenibacillus","motobuensis",""
"1","Curtobacterium","ammoniigenes",""
"1","Paenibacillus","forsythiae",""
"1","Nonomuraea","angiospora",""
"1","Xenorhabdus","griffiniae",""
"1","Psychrobacter","namhaensis",""
"1","Streptomyces","lunalinharesii",""
"2","Listeria","grayi","grayi"
"1","Lacticaseibacillus","camelliae",""
"2","Microbacterium","schleiferi",""
"6","Chromobacterium","violaceum",""
"1","Volucribacter","amazonae",""
"1","Gordonia","shandongensis",""
"1","Legionella","rubrilucens",""
"1","Paenibacillus","chibensis",""
"1","Agromyces","cerinus","nitratus"
"1","Mycolicibacterium","canariasense",""
"1","Bacillus","gibsonii",""
"1","Mucilaginibacter","soyangensis",""
"1","Virgibacillus","dokdonensis",""
"1","Achromobacter","marplatensis",""
"1","Moraxella","ovis",""
"1","Streptomyces","globisporus",""
"1","Saonia","flava",""
"1","Acetobacter","pomorum",""
"1","Acetobacter","aceti",""
"1","Paenarthrobacter","aurescens",""
"1","Mycobacterium","simiae",""
"1","Oceanobacillus","picturae",""
"1","Amycolatopsis","minnesotensis",""
"1","Saccharicrinis","fermentans",""
"1","Acidovorax","konjaci",""
"1","Balneola","vulgaris",""
"5","Neisseria","elongata","elongata"
"1","Tetragenococcus","halophilus","halophilus"
"1","Nocardiopsis","composta",""
"1","Haemophilus","pittmaniae",""
"2","Photobacterium","profundum",""
"1","Flavobacterium","caeni",""
"1","Leucobacter","chromiireducens",""
"2","Bacillus","toyonensis",""
"1","Paraburkholderia","tuberum",""
"1","Shuttleworthia","satelles",""
"1","Olleya","marilimosa",""
"1","Amoebinatus","massiliae",""
"3","Acidovorax","avenae","avenae"
"2","Tetragenococcus","muriaticus",""
"1","Tepidicella","xavieri",""
"1","Pontixanthobacter","luteolus",""
"1","Bordetella","flabilis",""
"1","Paucimonas","lemoignei",""
"1","Halococcus","saccharolyticus",""
"1","Idiomarina","loihiensis",""
"1","Centipeda","periodontii",""
"1","Paenibacillus","wynnii",""
"129","Pseudomonas","aeruginosa",""
"14","Lysinibacillus","sphaericus",""
"1","Bartonella","phoceensis",""
"3","Halomonas","meridiana",""
"1","Salmonella","enterica","houtenae"
"11","Serratia","marcescens","marcescens"
"1","Kosakonia","radicincitans",""
"3","Lactobacillus","agilis",""
"1","Enterobacter","cloacae","dissolvens"
"8","Microbacterium","lacticum",""
"1","Undibacterium","danionis",""
"1","Jonesia","denitrificans",""
"1","Pseudomonas","punonensis",""
"1","Fontibacillus","panacisegetis",""
"1","Pasteurella","langaaensis",""
"2","Sphingobacterium","mizutaii",""
"1","Stenotrophomonas","terrae",""
"1","Lactococcus","petauri",""
"1","Nonomuraea","salmonea",""
"1","Herbaspirillum","lusitanum",""
"1","Methylobacterium","mesophilicum",""
"1","Bacillus","thermoamylovorans",""
"1","Paenibacillus","macquariensis","defensor"
"1","Leptospira","kemamanensis",""
"1","Pedobacter","ruber",""
"1","Ensifer","kummerowiae",""
"3","Microbacterium","arborescens",""
"1","Photorhabdus","australis",""
"1","Hugenholtzia","roseola",""
"4","Macrococcus","caseolyticus",""
"2","Kytococcus","sedentarius",""
"5","Myroides","odoratus",""
"1","Pseudarcicella","hirudinis",""
"1","Flavobacterium","suncheonense",""
"1","Helicobacter","canis",""
"1","Insolitispirillum","peregrinum","integrum"
"1","Gracilibacillus","boraciitolerans",""
"1","Paenibacillus","cucumis",""
"13","Rhizobium","lupini",""
"2","Rhizobium","rubi",""
"1","Gordonia","amicalis",""
"1","Castellaniella","hirudinis",""
"4","Shewanella","putrefaciens",""
"1","Aureimonas","pseudogalii",""
"1","Pontibacter","roseus",""
"1","Paenibacillus","woosongensis",""
"2","Mycobacterium","marseillense",""
"1","Sphaerimonospora","mesophila",""
"1","Corynebacterium","xerosis",""
"1","Gordonia","hydrophobica",""
"3","Cupriavidus","metallidurans",""
"9","Flavobacterium","psychrophilum",""
"1","Amycolatopsis","tolypomycina",""
"1","Novosphingobium","rosa",""
"1","Catellicoccus","marimammalium",""
"1","Mycolicibacterium","gadium",""
"1","Leucobacter","musarum","japonicus"
"1","Microbacterium","koreense",""
"1","Halorubrum","xinjiangense",""
"2","Nocardia","transvalensis",""
"7","Neisseria","subflava",""
"2","Nocardia","cyriacigeorgica",""
"5","Acidovorax","delafieldii",""
"1","Herbaspirillum","huttiense","huttiense"
"9","Carnobacterium","maltaromaticum",""
"6","Bacillus","mojavensis",""
"1","Corynebacterium","callunae",""
"1","Paenarthrobacter","nitroguajacolicus",""
"1","Bacillus","alkalitelluris",""
"2","Burkholderia","stabilis",""
"1","Buttiauxella","agrestis",""
"1","Moraxella","bovoculi",""
"1","Alicyclobacillus","acidiphilus",""
"2","Corynebacterium","stationis",""
"1","Enterococcus","asini",""
"1","Paenibacillus","hunanensis",""
"1","Advenella","incenata",""
"1","Dokdonia","genika",""
"1","Vibrio","rotiferianus",""
"1","Rhodopseudomonas","faecalis",""
"1","Bacillus","cereus-like",""
"3","Achromobacter","insolitus",""
"1","Schaalia","cardiffensis",""
"1","Acidovorax","defluvii",""
"1","Isoptericola","cucumis",""
"2","Pseudomonas","monteilii",""
"1","Cohnella","thermotolerans",""
"1","Dechloromonas","denitrificans",""
"5","Bordetella","holmesii",""
"76","Mycobacterium","tuberculosis",""
"2","Dialister","propionicifaciens",""
"1","Pedobacter","hartonius",""
"1","Streptomyces","turgidiscabies",""
"1","Bifidobacterium","longum","infantis"
"1","Lacticaseibacillus","zeae",""
"4","Lactobacillus","gallinarum",""
"1","Sphingomonas","pruni",""
"1","Psychrobacter","fjordensis",""
"2","Chryseobacterium","indoltheticum",""
"1","Tindallia","californiensis",""
"2","Oceanospirillum","maris",""
"1","Roseivivax","halotolerans",""
"1","Rhizobium","calliandrae",""
"1","Sphingobacterium","daejeonense",""
"1","Psychrobacter","arcticus",""
"1","Pseudomonas","cedrina","cedrina"
"1","Shewanella","frigidimarina",""
"1","Flectobacillus","lacus",""
"1","Pseudomonas","brassicacearum","neoaurantiaca"
"1","Sporolactobacillus","nakayamae","nakayamae"
"1","Psychrobacter","cryohalolentis",""
"1","Thermopolyspora","flexuosa",""
"1","Psychrobacter","piscatorii",""
"19","Campylobacter","jejuni","jejuni"
"12","Sphingobacterium","multivorum",""
"1","Rhodococcus","imtechensis",""
"1","Sphingomonas","faeni",""
"3","Bacillus","pseudomycoides",""
"1","Kribbella","flavida",""
"1","Angulomicrobium","amanitiforme",""
"1","Alkalibacterium","iburiense",""
"16","Lactobacillus","acidophilus",""
"6","Klebsiella","quasipneumoniae","similipneumoniae"
"1","Bacillus","seohaeanensis",""
"1","Nocardioides","kribbensis",""
"1","Bacillus","nitratireducens",""
"1","Campylobacter","mucosalis",""
"1","Streptomyces","bottropensis",""
"1","Erwinia","rhapontici",""
"1","Paenibacillus","urinalis",""
"1","Terribacillus","halophilus",""
"2","Gordonia","hongkongensis",""
"1","Aliivibrio","salmonicida",""
"20","Corynebacterium","urealyticum",""
"1","Streptococcus","sinensis",""
"1","Methylobacterium","extorquens",""
"1","Vibrio","scophthalmi",""
"1","Williamsia","serinedens",""
"1","Aureimonas","galii",""
"1","Chryseobacterium","arothri",""
"1","Lysinibacillus","fusiformis",""
"1","Zobellia","russellii",""
"4","Serratia","odorifera",""
"1","Micromonospora","matsumotoense",""
"1","Legionella","rowbothamii",""
"1","Weissella","koreensis",""
"2","Methylophaga","sulfidovorans",""
"1","Vibrio","agarivorans",""
"1","Legionella","moravica",""
"1","Chitinophaga","costaii",""
"1","Burkholderia","vietnamiensis",""
"1","Haloterrigena","turkmenica",""
"1","Bacteroides","merdae",""
"1","Pediococcus","parvulus",""
"1","Microbacterium","saperdae",""
"1","Novosphingobium","hassiacum",""
"1","Streptomyces","hygroscopicus","aabomyceticus"
"1","Shewanella","marisflavi",""
"1","Arcanobacterium","canis",""
"1","Mycolicibacter","terrae",""
"2","Knoellia","remsis",""
"1","Psychroflexus","gondwanensis",""
"1","Mesobacillus","zeae",""
"1","Lampropedia","hyalina",""
"45","Aggregatibacter","aphrophilus",""
"1","Empedobacter","stercoris",""
"1","Rhizobium","etli","mimosae"
"1","Acinetobacter","pseudolwoffii",""
"1","Arthrobacter","roseus",""
"1","Mycoplasmopsis","agalactiae",""
"1","Nocardia","pseudovaccinii",""
"1","Borrelia","lanei",""
"18","Mycobacterium","africanum",""
"1","Enterovibrio","norvegicus",""
"1","Chryseobacterium","anthropi",""
"1","Flavobacterium","anhuiense",""
"1","Raoultella","terrigena",""
"1","Zobellia","uliginosa",""
"11","Leptospira","inadai",""
"1","Actinobacillus","muris",""
"1","Agromyces","subbeticus",""
"1","Amycolatopsis","thermoflava",""
"1","Frigoribacterium","faeni",""
"1","Methylobacterium","fujisawaense",""
"8","Acinetobacter","modestus",""
"1","Agrococcus","baldri",""
"4","Corynebacterium","glutamicum",""
"1","Acetobacter","orientalis",""
"1","Salinicola","salarius",""
"7","Serratia","nematodiphila",""
"1","Serinicoccus","marinus",""
"1","Streptomyces","synnematoformans",""
"1","Prevotella","massiliensis",""
"1","Exiguobacterium","oxidotolerans",""
"1","Bacillus","endophyticus",""
"2","Enterococcus","villorum",""
"1","Yersinia","thracica",""
"1","Thermoanaerobacter","thermohydrosulfuricus",""
"1","Alkalibacillus","haloalkaliphilus",""
"1","Atopobacter","phocae",""
"1","Achromobacter","ruhlandii",""
"1","Leptospira","fletcheri",""
"1","Paenibacillus","konsidensis",""
"1","Flavobacterium","croceum",""
"1","Simplicispira","psychrophila",""
"1","Streptomyces","hygroscopicus","ossamyceticus"
"1","Streptomyces","cinnamoneus",""
"1","Shewanella","corallii",""
"3","Acinetobacter","baylyi",""
"1","Serratia","entomophila",""
"2","Microbacterium","kitamiense",""
"1","Leuconostoc","gelidum","gasicomitatum"
"1","Myroides","profundi",""
"1","Stappia","stellulata",""
"1","Paenibacillus","antarcticus",""
"1","Aromatoleum","petroleum",""
"1","Rhodanobacter","fulvus",""
"2","Serratia","proteamaculans",""
"1","Nocardia","soli",""
"1","Roseibium","hamelinense",""
"1","Algicola","sagamiensis",""
"2","Streptococcus","phocae",""
"42","Shigella","dysenteriae",""
"1","Amaricoccus","tamworthensis",""
"1","Legionella","anisa",""
"1","Arboriscoccus","pini",""
"1","Ligilactobacillus","ruminis",""
"4","Raoultella","ornithinolytica",""
"1","Hymenobacter","gelipurpurascens",""
"1","Selenomonas","artemidis",""
"1","Tistrella","mobilis",""
"11","Actinomyces","odontolyticus",""
"2","Staphylococcus","intermedius",""
"1","Thalassospira","profundimaris",""
"1","Leptospira","kanakyensis",""
"1","Rariglobus","hedericola",""
"3","Cedecea","davisae",""
"1","Sphingomonas","panni",""
"1","Corynebacterium","caspium",""
"1","Kineosporia","mikuniensis",""
"1","Streptobacillus","ratti",""
"1","Mycobacterium","lentiflavum",""
"2","Pseudomonas","veronii","inensis"
"2","Neisseria","animaloris",""
"3","Macrococcus","equipercicus",""
"1","Thauera","terpenica",""
"18","Eikenella","corrodens",""
"1","Achromobacter","animicus",""
"4","Paenibacillus","alvei",""
"1","Tepidimonas","thermarum",""
"1","Streptococcus","parasanguinis",""
"1","Vibrio","neonatus",""
"5","Paenibacillus","validus",""
"1","Natronobacterium","gregoryi",""
"1","Actinobacillus","porcinus",""
"1","Sporolactobacillus","nakayamae","racemicus"
"1","Bacillus","thuringiensis","aizawai"
"1","Ideonella","dechloratans",""
"1","Janibacter","sanguinis",""
"2","Psychrobacter","arenosus",""
"2","Neisseria","perflava",""
"1","Ectobacillus","panaciterrae",""
"6","Lactobacillus","johnsonii",""
"1","Bacillus","acidicola",""
"1","Chryseobacterium","elymi",""
"8","Listeria","seeligeri",""
"1","Paenibacillus","brasilensis",""
"1","Erwinia","billingiae",""
"1","Aquaspirillum","denitrificans",""
"1","Ureibacillus","terrenus",""
"1","Vibrio","metoecus",""
"1","Cupriavidus","pampae",""
"1","Enterococcus","saccharolyticus","saccharolyticus"
"1","Renibacterium","salmoninarum",""
"1","Nocardiopsis","dassonvillei","dassonvillei"
"4","Lelliottia","amnigena",""
"1","Phyllobacterium","catacumbae",""
"1","Ekhidna","lutea",""
"1","Dysgonomonas","capnocytophagoides",""
"36","Campylobacter","fetus","fetus"
"1","Glutamicibacter","creatinolyticus",""
"3","Mesorhizobium","amorphae",""
"1","Mycolicibacterium","arcueilense",""
"1","Planomicrobium","mcmeekinii",""
"1","Afipia","saintantoinensis",""
"2","Branhamella","caviae",""
"3","Aliivibrio","fischeri",""
"2","Streptococcus","ratti",""
"1","Rhodococcus","kroppenstedtii",""
"1","Luteimonas","composti",""
"1","Leisingera","daeponensis",""
"1","Mycobacterium","heckeshornense",""
"1","Azorhizobium","caulinodans",""
"1","Cellulomonas","biazotea",""
"1","Vibrio","litoralis",""
"2","Liquorilactobacillus","uvarum",""
"4","Afipia","genomospecies",""
"1","Paenibacillus","lentimorbus",""
"2","Arcanobacterium","phocisimile",""
"1","Gordonia","sinesedis",""
"1","Bartonella","coopersplainsensis",""
"1","Nocardia","concava",""
"1","Amylolactobacillus","amylotrophicus",""
"1","Paenibacillus","glacialis",""
"1","Acinetobacter","bohemicus",""
"1","Cellulophaga","pacifica",""
"1","Micromonospora","siamensis",""
"1","Paenibacillus","taiwanensis",""
"1","Chryseobacterium","daeguense",""
"1","Comamonas","badia",""
"1","Dyadobacter","fermentans",""
"1","Salinibacillus","aidingensis",""
"2","Corynebacterium","mucifaciens",""
"1","Aminobacter","ciceronei",""
"1","Agreia","bicolorata",""
"1","Streptococcus","castoreus",""
"1","Bacillus","luciferensis",""
"1","Kerstersia","gyiorum",""
"1","Pseudonocardia","antarctica",""
"1","Paenibacillus","cookii",""
"1","Flavobacterium","cauense",""
"6","Weissella","viridescens",""
"1","Ignavigranum","ruoffiae",""
"1","Mycolicibacterium","brumae",""
"1","Alteromonas","litorea",""
"1","Paenibacillus","sophorae",""
"1","Terasakiella","pusilla",""
"1","Ligilactobacillus","aviarius",""
"1","Nocardioides","oleivorans",""
"1","Bradyrhizobium","liaoningense",""
"1","Veillonella","caviae",""
"1","Mycobacterium","triplex",""
"1","Latilactobacillus","sakei","carnosus"
"1","Nocardioides","marinus",""
"2","Elizabethkingia","miricola","antiqua"
"1","Aquamicrobium","defluvii",""
"1","Afipia","birgiae",""
"1","Rheinheimera","salexigens",""
"1","Gaetbulibacter","saemankumensis",""
"1","Flavobacterium","flevense",""
"1","Helicobacter","muridarum",""
"1","Mycolicibacter","hiberniae",""
"1","Pseudoalteromonas","nigrifaciens",""
"1","Photorhabdus","hainanensis",""
"1","Borrelia","californiensis",""
"1","Limosilactobacillus","frumenti",""
"1","Jannaschia","rubra",""
"1","Macrococcus","brunensis",""
"1","Pseudomonas","azotoformans",""
"2","Aerococcus","urinae",""
"1","Corynebacterium","fastidiosum",""
"1","Gillisia","hiemivivida",""
"1","Alistipes","finegoldii",""
"1","Staphylococcus","stepanovicii",""
"9","Klebsiella","pneumoniae",""
"1","Maricaulis","salignorans",""
"1","Novosphingobium","soli",""
"1","Avrilella","dinanensis",""
"1","Devosia","psychrophila",""
"1","Pseudoalteromonas","carrageenovora",""
"1","Bacillus","racemilacticus",""
"1","Cellulophaga","lytica",""
"14","Acinetobacter","pittii",""
"1","Mycolicibacterium","poriferae",""
"1","Agromyces","bracchium",""
"2","Legionella","pneumophila","fraseri"
"3","Lactobacillus","ruminis",""
"1","Octadecabacter","antarcticus",""
"1","Actinobacillus","succinogenes",""
"1","Streptomyces","hygroscopicus","hialomyceticus"
"1","Alkalihalobacillus","hwajinpoensis",""
"1","Amaricoccus","macauensis",""
"7","Streptococcus","thermophilus",""
"1","Nocardia","sienata",""
"1","Mycolicibacterium","duvalii",""
"1","Acinetobacter","pragensis",""
"2","Achromobacter","piechaudii",""
"1","Thermomonospora","umbrina",""
"2","Lactobacillus","sakei","sakei"
"1","Pelistega","europaea",""
"1","Micromonospora","fulviviridis",""
"1","Actinomyces","bowdenii",""
"1","Desulfocella","halophila",""
"1","Actinobacillus","seminis",""
"1","Sporosarcina","saromensis",""
"1","Rhodopseudomonas","rhenobacensis",""
"1","Arthrobacter","ramosus",""
"1","Rhizorhapis","suberifaciens",""
"2","Bacillus","paranthracis",""
"1","Ferrimonas","marina",""
"3","Maribacter","forsetii",""
"1","Aeromonas","salmonicida","masoucida"
"1","Parvularcula","bermudensis",""
"1","Actinomyces","schaalii",""
"1","Paracoccus","aminophilus",""
"1","Pseudomonas","segetis",""
"1","Collimonas","fungivorans",""
"1","Nocardia","diaphanozonaria",""
"1","Clostridium","novyi",""
"1","Virgibacillus","proomii",""
"1","Fictibacillus","rigui",""
"1","Kosakonia","pseudosacchari",""
"1","Streptacidiphilus","jiangxiensis",""
"1","Anaerofustis","stercorihominis",""
"1","Gelidibacter","gilvus",""
"1","Thauera","phenylacetica",""
"1","Vibrio","lentus",""
"1","Thermobifida","alba",""
"1","Bartonella","elizabethae",""
"1","Halomonas","magadiensis",""
"1","Zeaxanthinibacter","enoshimensis",""
"1","Roseomonas","rosea",""
"1","Ligilactobacillus","acidipiscis",""
"1","Oleiphilus","messinensis",""
"1","Vibrio","coralliirubri",""
"1","Pseudonocardia","xinjiangensis",""
"1","Haemophilus","felis",""
"1","Salinicola","halophilus",""
"1","Dietzia","psychralcaliphila",""
"2","Pseudomonas","amygdali",""
"1","Limosilactobacillus","reuteri","rodentium"
"1","Campylobacter","lawrenci",""
"6","Aeromonas","veronii",""
"1","Gluconobacter","cerevisiae",""
"1","Chryseobacterium","gallinarum",""
"1","Hylemonella","gracilis",""
"2","Chryseobacterium","gambrini",""
"1","Streptomyces","aureus",""
"5","Bacillus","coagulans",""
"1","Kurthia","sibirica",""
"5","Weissella","paramesenteroides",""
"1","Paenibacillus","graminis",""
"1","Roseomonas","massiliae",""
"1","Acetobacter","malorum",""
"1","Bacillus","vallismortis",""
"1","Clostridium","putrificum",""
"1","Microbacterium","trichothecenolyticum",""
"1","Marinobacter","litoralis",""
"1","Chryseobacterium","shandongense",""
"1","Leifsonia","shinshuensis",""
"4","Mycobacterium","parascrofulaceum",""
"1","Chitinophaga","terrae",""
"1","Mycoplasmopsis","fermentans",""
"1","Brevibacillus","limnophilus",""
"1","Xenorhabdus","innexi",""
"1","Erwinia","papayae",""
"1","Aestuariimicrobium","kwangyangense",""
"2","Cellulomonas","fimi",""
"1","Mycolicibacterium","fortuitum","acetamidolyticum"
"1","Salmonella","enterica","bongori"
"15","Gemella","haemolysans",""
"1","Enterococcus","columbae",""
"1","Mycobacterium","angelicum",""
"1","Vibrio","kanaloae",""
"1","Pseudarthrobacter","scleromae",""
"1","Veillonella","dispar",""
"1","Sphingomonas","zeae",""
"1","Nocardia","exalbida",""
"2","Aerococcus","sanguicola",""
"1","Modestobacter","versicolor",""
"2","Acidipropionibacterium","acidipropionici",""
"1","Paracoccus","yeeii",""
"1","Sphingomonas","azotifigens",""
"1","Campylobacter","insulaenigrae",""
"30","Bacillus","brevis",""
"1","Lentilactobacillus","parafarraginis",""
"4","Bacillus","pseudomegaterium",""
"1","Psychrobacter","ciconiae",""
"1","Alkalihalobacillus","okhensis",""
"1","Burkholderia","arboris",""
"1","Afipia","clevelandensis",""
"1","Curtobacterium","luteum",""
"3","Yersinia","bercovieri",""
"1","Pseudoxanthomonas","daejeonensis",""
"1","Aneurinibacillus","aneurinilyticus",""
"1","Streptomyces","eurocidicus",""
"1","Leuconostoc","mesenteroides","dextranicum"
"1","Rubrivivax","benzoatilyticus",""
"1","Aeromonas","bestiarum",""
"1","Chryseobacterium","limigenitum",""
"9","Bacillus","benzoevorans",""
"1","Staphylococcus","cohnii",""
"2","Pseudomonas","fulva",""
"1","Kribbella","sandramycini",""
"1","Marinobacter","excellens",""
"1","Streptomyces","avermitilis",""
"3","Citrobacter","farmeri",""
"2","Actinomyces","radicidentis",""
"2","Vibrio","gigantis",""
"2","Lactiplantibacillus","pentosus",""
"2","Aminobacter","aminovorans",""
"1","Haematobacter","missouriensis",""
"1","Anaerococcus","tetradius",""
"1","Lactobacillus","diolivorans",""
"1","Pseudoalteromonas","maricaloris",""
"1","Yoonia","vestfoldensis",""
"1","Croceibacter","atlanticus",""
"1","Corynebacterium","sputi",""
"1","Aliicoccus","persicus",""
"1","Polaribacter","franzmannii",""
"3","Xanthomonas","campestris",""
"1","Muricauda","aquimarina",""
"3","Pantoea","dispersa",""
"1","Stenotrophomonas","indicatrix",""
"1","Tsukamurella","tyrosinosolvens",""
"1","Ramlibacter","henchirensis",""
"1","Glutamicibacter","protophormiae",""
"1","Sphingomonas","jinjuensis",""
"1","Bacillus","odysseyi",""
"1","Paenibacillus","xylanisolvens",""
"1","Acinetobacter","brisouii",""
"2","Mycolicibacterium","gilvum",""
"1","Paenibacillus","edaphicus",""
"1","Basilea","psittacipulmonis",""
"1","Aquaspirillum","bipunctata",""
"1","Pseudoalteromonas","spongiae",""
"2","Paenibacillus","terrae",""
"3","Streptococcus","constellatus","constellatus"
"1","Chryseobacterium","timonae",""
"12","Bacillus","subtilis",""
"5","Gleimia","europaea",""
"558","Bacillus","sphaericus",""
"1","Aeromicrobium","flavum",""
"1","Leptospira","bandrabouensis",""
"6","Corynebacterium","otitidis",""
"1","Xenorhabdus","nematophila","nematophila"
"1","Jeotgalicoccus","meleagridis",""
"1","Salinicoccus","siamensis",""
"2","Fluoribacter","bozemanae",""
"1","Nesiotobacter","exalbescens",""
"2","Actinomyces","neuii",""
"1","Acinetobacter","oryzae",""
"1","Curtobacterium","flaccumfaciens","oortii"
"3","Shewanella","pealeana",""
"2","Rhodopseudomonas","palustris",""
"1","Actinotignum","urinale",""
"8","Neisseria","mucosa",""
"1","Flavobacterium","granuli",""
"16","Serratia","marcescens",""
"1","Gluconobacter","sphaericus",""
"1","Insolitispirillum","peregrinum","peregrinum"
"1","Microbacterium","pumilum",""
"1","Halomonas","axialensis",""
"1","Erwinia","tasmaniensis",""
"1","Sphingomonas","oryziterrae",""
"1","Rummeliibacillus","stabekisii",""
"1","Pseudomonas","lactis",""
"1","Arcanobacterium","phocae",""
"1","Ureaplasma","canigenitalium",""
"1","Leptospira","sarikeiensis",""
"1","Hymenobacter","metalli",""
"1","Nocardioides","nitrophenolicus",""
"1","Halomonas","subterranea",""
"1","Paenibacillus","barcinonensis",""
"1","Haemophilus","paracuniculus",""
"8","Ralstonia","pickettii",""
"1","Globicatella","sulfidifaciens",""
"1","Pseudomonas","thivervalensis",""
"7","Nocardia","farcinica",""
"1","Paenibacillus","taichungensis",""
"2","Mycolicibacterium","fortuitum","fortuitum"
"1","Bacillus","alveayuensis",""
"1","Sphingomonas","leidyi",""
"1","Actinobacillus","indolicus",""
"1","Patulibacter","minatonensis",""
"1","Humitalea","rosea",""
"1","Neisseria","wadsworsthii",""
"4","Vibrio","crassostreae",""
"1","Alkalihalobacillus","decolorationis",""
"2","Sphingopyxis","alaskensis",""
"1","Paracoccus","alcaliphilus",""
"1","Paraglaciecola","chathamensis",""
"1","Nonomuraea","dietziae",""
"1","Flavobacterium","ginsengisoli",""
"1","Bartonella","chomelii",""
"2","Glutamicibacter","uratoxydans",""
"1","Chryseobacterium","bovis",""
"1","Fusobacterium","nucleatum","animalis"
"1","Latilactobacillus","sakei","sakei"
"1","Halomonas","indalinina",""
"1","Glaciecola","pallidula",""
"1","Marinobacterium","stanieri",""
"20","Moraxella","lacunata",""
"1","Brachybacterium","faecium",""
"4","Bifidobacterium","bifidum",""
"1","Flaviramulus","basaltis",""
"4","Actinomyces","neuii","neuii"
"1","Chryseobacterium","soldanellicola",""
"1","Aeromonas","molluscorum",""
"9","Campylobacter","coli",""
"3","Roseomonas","mucosa",""
"1","Halomonas","malpeensis",""
"9","Brochothrix","thermosphacta",""
"1","Burkholderia","anthina",""
"1","Methylobacterium","hispanicum",""
"1","Sphingomonas","yabuuchiae",""
"1","Legionella","erythra",""
"5","Weissella","cibaria",""
"8","Neisseria","lactamica",""
"2","Flavobacterium","johnsoniae",""
"1","Lactobacillus","kefiranofaciens","kefirgranum"
"1","Pseudoxanthomonas","yeongjuensis",""
"1","Pectobacterium","betavasculorum",""
"1","Kosakonia","arachidis",""
"1","Caulobacter","henricii",""
"1","Bartonella","schoenbuchensis",""
"5","Gordonia","terrae",""
"1","Rhizobium","indigoferae",""
"4","Lactobacillus","sakei",""
"1","Oribacterium","sinus",""
"1","Kribbella","swartbergensis",""
"6","Leptospira","biflexa",""
"1","Bartonella","silvatica",""
"1","Clostridium","baratii",""
"1","Mycobacterium","gastri",""
"2","Deinococcus","peraridilitoralis",""
"1","Streptoverticillium","reticulum",""
"2","Sutterella","wadsworthensis",""
"1","Komagataeibacter","oboediens",""
"1","Legionella","quateirensis",""
"6","Rouxiella","chamberiensis",""
"1","Byssovorax","cruenta",""
"1","Actinomyces","marimammalium",""
"1","Haloferax","sulfurifontis",""
"1","Shewanella","sairae",""
"8","Chryseobacterium","hominis",""
"1","Metabacillus","niabensis",""
